hajagiree	हजगिरी
alexandra	एलेक्ज़ेंड्रा
kenalopolas	कैनलोपॉलस
museum	म्युज़ियम
mridul	मृदुल
queens	क्वीन्स
indonesia	इंडोनेशिया
supriya	सुप्रिया
jeya	ज़ेया
amatullah	अमातुल्लाह
isam	इसाम
baad	बाद
ek	एक
tansin	तनसिन
rasahaad	रशाद
yogaanand	योगानंद
sen	शेन
lee	ली
mai	मैं
khilounaa	खिलौना
nahi	नहीं
dubaha	दुबाहा
koen	कोएन
charbag	चारबाग
railway	रेल्वे
station	स्टेशन
barclays	बरक्लैज़
sumanolata	सुमनोलता
mrdangi	मर्दांगी
xanthe	ज़ांथे
boeta	बोएटा
satya	सत्या
fawzan	फावज़ान
vermont	वर्मोंट
shtripe	धारी
junction	जंक्शन
bob	बॉब
hope	होप
shour	खट्टा
swheet	मीठा
saluin	सालुइन
dippenaar	डिप्पेनार
new	न्यू
york	यॉर्क
historical	ह‍िस्टॉर‍िकल
society	सोसायटी
neepa	नीपा
zoltan	ज़ोल्टन
gangaaraam	गंगाराम
infotech	इंफ़ोटेक
enter	एन्टर
saidah	सैदह
galents	गैलंट्‍स
bavar	बॉवर
shiva	शिवा
prakat	प्रकट
sohanee	सोहनी
mahival	महिवाल
tin	टिन
chandok	चंडोक
tim	टिम
gadgad	गदगद
shivram	शिवराम
gaurdi	गॉर्डी
dilrubaa	दिलरुबा
khuraymah	खुरायमाह
sahas	साहस
mudraa	मुद्रा
comunications	कम्युनिकेशन्स
noyyal	नोय्यल
orathuppalayam	ऑराथुप्पलयम
jukov	ज़ूकोव
bricks	प्रिक्स
gancourt	गॉनकोर्ट
blue	ब्ल्यू
rig	रिज
parkway	पार्कवे
thano	ठाणे
thana	थाना
vaseem	वसीम
raja	राजा
vermilion	सिंदूर
te	बने
flame	ज्वाला
emergency	आपातकाल
philips	फ़िलिप्स
symbol	प्रतीक
lotus	कमल
te	के
flower	फूल
aamirah	आमिराह
neel	नील
kamal	कमल
parking	पर्किन
medal	मेडल
skiper	स्किपर
jeevan	जीवन
rekha	रेखा
pati	पति
parmeshwor	परमेश्वर
pali	पाली
kanpur	कानपुर
commencement	कमेंस्मेंट
bay	बे
aan	आन
milo	मिलो
apparel	सजना
rio	रियो
negro	नेग्रो
mainak	मैनक
refugee	रेफ्युजी
jahan	जहाँ
aara	आरा
charls	चार्ल्स
robarts	रॉबर्ट्‍स
award	अवार्ड
maa	माँ
ki	की
sougandh	सौगंध
mukiltio	मुकिल्टीओ
presbiterion	प्रेस्बिटेरिअन
aarmsabay	ऑर्मस्बाय
no	नो
minus	मैन्स
laind	लैंड
fort	फोर्ट
devnarayan	देवनारायण
achaneraa	अछनेरा
junksun	जंक्शन
yuyutsu	युयुत्सु
atom	एटम
rasheed	रशीद
patel	पटेल
jan	जॉन
jamson	जेम्सन
chandaval	चंदावल
aalim	आलिम
yaseelaa	यशीला
citi	सिटीग्रुप
chand	चांद
sioo	सिओ
award	अवार्ड
ramford	रमफोर्ड
medal	मेडल
sar	सर
richard	रिचर्ड
hedli	हेडली
marcus	मार्कस
brendan	ब्रेंडन
breswell	ब्रेसवेल
ignatious	इग्नेशियस
holy	होली
aye	आई
rey	रे
akarshana	आकर्षण
win	विन
beach	विज
maadray	माद्रेय
nagawathi	नागावथी
reservoir	रिज़रवायर
semtemder	सेंटेंडर
rolando	रोलेन्डो
independent	आजाद
aftek	एफ़्टेक
infosys	इंफ़ोसिस
kiana	कियाना
farrukh	फारुख
navare	नवरे
shun	शून
hing	हिंग
square	स्क्वेअर
central	सेंट्रल
aifleks	आईफ़्लेक्स
saulyushan	सॉल्यूशन
ringe	रिंगे
amaging	अमेज़िंग
gres	ग्रेस
baipatist	बैपटिस्ट
sain	सैन
martino	मार्टिनो
rujul	रुजुल
ripington	रिपिंगटन
sakee	साकी
chanpatiyan	चनपटिया
suman	सुमन
krishi	ऋषि
valley	वैली
school	स्कूल
choree	चोरी
choree	चोरी
ludhiayanvee	लुधियानवी
chairis	चैरिस
govardhan	गोवर्धन
merlyn	मर्लिन
munro	मुनरो
milwakee	मिलवॉकी
sulakshanaa	सुलक्षणा
charas	चरस
erney	एर्ने
ham	हम
dono	दोनों
saraneu	शरण्यु
hoton	हॉटॉन
radio	रेडियो
academy	अकेडमी
awards	अवार्ड्‍स
radi	रादी
altyre	अल्टायर
nainotechnologies	नैनोटेकर्नलॉजिस
big	बिग
apple	एपल
carborundum	कॅरबॉरंडम
aalas	अलास
purvon	पुर्वो
fuoreylo	फियोरेलो
nagarkar	नगरकर
obyashii	ओबयाशी
easner	ईस्नर
awards	अवार्ड्‍स
norma	नोर्मा
marvin	मर्विन
heart	दिल
afhter	आखिर
heart	दिल
is	है
shrilata	श्रीलता
requinto	रेक्विंटो
mohammed	मोहम्मद
nazir	नाज़िर
aaron	हारून
hamnah	हम्नाह
jayspar	जैस्पर
governer	गवर्नर
general	जनरल्स
award	अवार्ड
ajaadeh	अज़ादेह
do	दो
badur	बहादुर
paras	परास
ek	एक
teri	तेरी
ligt	आलोक
ind	इंडस्ट्रीज़
barkat	बरकत
aloudpuri	अलौदपुरी
bajrangbali	बजरंगबली
romania	रोमानिया
sujala	सुजला
bilhar	बिलहार
phier	घाट
daiwa	डैवा
nishaani	निशानी
bijili	बिजली
descher	डेस्चर
funsepriize	फर्नसेप्रिज
german	जर्मन
television	टेलीविज़न
award	अवार्ड
roniyaa	रोनिया
panesar	पनेसर
bela	बेला
house	हाउस
industri	इंडस्ट्री
pingley	पिंगले
kevin	केविन
cureyn	क्यूरेन
lal	लाल
panja	पंजा
saibin	सैबिन
sujiya	सुजया
tedi	टेडी
tal	तल
jeevankala	जीवनकला
deeplana	दिपलाना
oriaana	ओरिआना
big	बिंग
crossway	क्रॉसबे
aachanda	अचंद
aathiya	एंथिया
him	हिम
codaganar	कोडागनर
reservoir	रिज़रवायर
idelen	ईडेलेन
dharam	धरम
and	और
law	कानून
spades	हुकुम
of	का
ace	इक्का
today	आज
of	का
gundaraaj	गुंडाराज
belsouth	बेलसाउथ
andar	अंदर
bahar	बाहर
samraat	सम्राट
chandragupta	चंद्रगुप्त
mis	मिस
tufan	तूफान
mel	मेल
blunoj	ब्लूनोज
kennedy	कॅनेडी
murden	मुर्दे
ke	की
jaan	जान
khatrey	खतरे
mey	में
naseen	नसीन
chichaganf	चिचागॉफ़
daak	डाक
ghar	घर
wilmeris	विल्मेरिस
choron	चोरों
kaa	का
chor	चोर
financial	फायनैन्शियल
express	एक्सप्रेस
shabaree	शबरी
panama	पनामा
city	सिटी
sonaar	सोनार
paydar	पेडर
screym	स्क्रेम
radan	रेडन
heys	हेस
salish	सालिश
khwaja	ख्वाजा
samsudeen	शमसुद्दीन
ajeemee	अज़ीमी
shadi	शादी
sey	से
kila	किला
mukam	मुकाम
lainkestar	लैनकेस्टर
rajdhani	राजधानी
anugya	अनुह्या
cheyung	चेयूंग
kaag	काँग
sentar	सेन्टर
brain	ब्रेन
roz	रोज़
first	पहले
stanley	स्टैनले
fort	फोर्ट
agatha	अगाथा
amol	अमोल
arissa	एरिसा
museum	म्युज़ियम
of	ऑफ
works	वर्क्स
by	बाय
straling	स्टर्लिंग
baayo	बायो
pakkooke	पक्खोके
ak	एक
adhoori	अधूरी
kahani	कहानी
london	लंदन
stynstred	स्टैनस्टेड
abijit	अब्जित
monish	मोनिश
theophilis	थ‍ियोफ‍िलस
toront	टॉरेंट
group	ग्रुप
garvi	गार्वी
nilesh	निलेश
culcarni	कुलकर्णी
gatwall	गढ़वाल
abdul	अब्दुल
baki	बाक़ी
shisha	शीश
wagishhwar	वागीश्वर
erie	एरी
agartala	अगरतला
larneka	लारनेका
ellamanchili	इलामनचिली
shahenshah	शहंशाह
ian	इआन
callen	कैलेन
love	प्रेम
city	नगर
itihash	इतिहास
brajbala	व्रजबाला
chhu	छू
mantra	मंत्र
delhi	डेल्ही
sarai	सराय
rohilla	रोहिल्ला
haidak	हैडॉक
dankkryu	डंकर्क्यू
swadesh	स्वदेश
rajini	रजनी
copran	कोप्रन
jongo	ज़ोंगो
reporter	रिपोर्टर
raju	राजू
yasmeena	यासमीन
wafi	वाफी
vestaa	वेस्टा
dharmanagar	धर्मनगर
raat	सात
do	दो
ustad	उस्ताद
bhola	भोला
shankar	शंकर
otis	ओटिस
sarojini	सरोजनी
ki	की
tower	टॉवर
teri	तेरी
baho	बाहों
hindustani	हिंदुस्तानी
granville	ग्रैनविले
day	डे
silva	सिल्वा
xing	ज़िंग
universal	युनिवर्सल
telephone	टैलिफ़ोन
demeter	डिमीटर
fort	फोर्ट
ashby	ऐशबाय
in	में
geodesic	जियोडेसिक
